Gene,Drug,Partner Genes,Candidate Gene Pairs,Gene Pairs Tested,Epistasis Score HMP (-log10[P]),Max Epistasis Score (-log10[P]),Top Interaction for Gene,Top Interaction P-Value,Top Interaction FDR,Epistasis Score HMP FDR
NEGR1,Methotrexate,79,702,43,0.6642596905056406,1.5246901149555392,ERRFI1_del x NEGR1_del,0.029875135590936682,0.9992933820788814,0.36207203406616567
PDGFRA,Methotrexate,122,1089,114,1.0425996697186202,2.7978053643910776,KRAS_amp x PDGFRA_amp,0.001592922,0.9138479177886172,0.36207203406616567
FOXP1,Methotrexate,173,1524,191,0.7141641326938548,2.0947607311455396,FOXP1_del x PRDM1_del,0.008039689,0.9992933820788814,0.36207203406616567
AR,Methotrexate,38,336,116,0.8243369415496566,2.1598741006448834,AR_mut x RBL1_amp,0.006920316,0.9992933820788814,0.36207203406616567
EWSR1,Methotrexate,99,867,103,2.6557001465854215,4.6414061683934325,EWSR1_del x SPEN_del,2.2834622254086144e-05,0.5180490750784523,0.36207203406616567
SMC1A,Methotrexate,90,789,239,0.7658889230128516,2.302908725564877,RB1_del x SMC1A_del,0.004978417,0.9992933820788814,0.36207203406616567
PML,Methotrexate,45,399,50,0.6602877465135302,1.4851096612118735,PML_amp x TBL1XR1_amp,0.032725805038954954,0.9992933820788814,0.36207203406616567
TOP1,Methotrexate,90,789,181,1.0823736906004746,3.0638248602787232,BCLAF1_amp x TOP1_amp,0.000863327,0.7578157039842125,0.36207203406616567
HDAC1,Methotrexate,187,1638,115,0.958215974,2.4572299036901875,CDKN2B_del x HDAC1_del,0.003489555,0.9992933820788814,0.36207203406616567
SYK,Methotrexate,143,1260,88,0.7971970240482221,1.9676197152862946,ABL1_amp x SYK_amp,0.010774082201886706,0.9992933820788814,0.36207203406616567
FGFR1,Methotrexate,52,468,107,0.8080966896018109,1.9896153072099132,FGFR1_del x SRC_amp,0.010241998143816532,0.9992933820788814,0.36207203406616567
CD40,Methotrexate,105,918,181,0.7677426917557191,2.164072916996625,CD40_amp x HLA-DQA1_amp,0.006853731,0.9992933820788814,0.36207203406616567
PREX2,Methotrexate,90,801,215,1.0906677701491378,3.043340858820361,EGFR_mut x PREX2_mut,0.000905022,0.7578157039842125,0.36207203406616567
CCNE1,Methotrexate,64,561,73,0.7738646288316371,2.0709469407233363,AURKB_del x CCNE1_amp,0.008492842,0.9992933820788814,0.36207203406616567
TFDP1,Methotrexate,47,408,99,0.7306476139733298,2.143817927351167,BCOR_del x TFDP1_del,0.007180953,0.9992933820788814,0.36207203406616567
VHL,Methotrexate,61,531,71,0.7783776308648138,1.9837412570292392,SHQ1_del x VHL_del,0.010381467362914292,0.9992933820788814,0.36207203406616567
TCF7L2,Methotrexate,13,117,9,1.2404536461829987,2.1477172970354927,EGFR_amp x TCF7L2_mut,0.007116766,0.9992933820788814,0.36207203406616567
RPS6KB1,Methotrexate,7,63,9,0.7079942194584372,1.2823184287134775,RPS6KB1_amp x RPTOR_amp,0.05220133,0.9992933820788814,0.36207203406616567
RANBP2,Methotrexate,93,816,168,0.8635520312380731,2.3093457479666224,PRKDC_mut x RANBP2_mut,0.004905172,0.9992933820788814,0.36207203406616567
ABCC3,Methotrexate,17,102,30,0.9016833744809633,2.0522017268853303,ABCC3_amp x FGF23_del,0.00886744,0.9992933820788814,0.36207203406616567
BRCA1,Methotrexate,91,789,128,0.6476949142835388,1.6613741318238489,BRCA1_del x CDKN2B_del,0.021808503644226065,0.9992933820788814,0.36207203406616567
E2F5,Methotrexate,39,336,61,0.7725200007016783,1.7000494635670191,CREBBP_mut x E2F5_amp,0.019950350793596305,0.9992933820788814,0.36207203406616567
STK11,Methotrexate,20,168,22,0.6693509029940952,1.3309740180106704,STK11_amp x TP53_mut,0.04666873,0.9992933820788814,0.36207203406616567
GPC3,Methotrexate,93,825,230,0.6834703885096106,1.7449559327718132,GPC3_del x SOX17_del,0.017990534531998538,0.9992933820788814,0.36207203406616567
PTK2,Methotrexate,52,468,113,0.7744032106337155,2.099393513515252,BCAR1_amp x PTK2_amp,0.007954383,0.9992933820788814,0.36207203406616567
PRDM1,Methotrexate,187,1635,199,0.697598383,2.0947607311455396,FOXP1_del x PRDM1_del,0.008039689,0.9992933820788814,0.36207203406616567
HLA-DPB1,Methotrexate,98,855,58,0.6476821506383181,1.3725101115843839,AXL_amp x HLA-DPB1_amp,0.042412111,0.9992933820788814,0.36207203406616567
PMS2,Methotrexate,34,303,74,0.6789992477715033,1.4963238178709246,CKS1B_amp x PMS2_amp,0.031891590733239376,0.9992933820788814,0.36207203406616567
JAK3,Methotrexate,109,954,51,0.7601754590676714,1.771774750382453,IRF4_amp x JAK3_amp,0.016913179,0.9992933820788814,0.36207203406616567
DDX3X,Methotrexate,114,999,293,0.8503055652369002,2.4515376340962107,CDK8_del x DDX3X_del,0.003535594,0.9992933820788814,0.36207203406616567
TLR4,Methotrexate,98,855,76,0.9093950231448987,2.226249387034174,IL2RA_del x TLR4_amp,0.00593951,0.9992933820788814,0.36207203406616567
CCNE2,Methotrexate,45,393,81,0.6660384900098372,1.644366121271211,CCNE2_amp x TP53_mut,0.022679521045620724,0.9992933820788814,0.36207203406616567
CD70,Methotrexate,98,855,61,0.7413110224638223,1.8798858831711351,CD70_amp x IKBKE_amp,0.013186031740998005,0.9992933820788814,0.36207203406616567
TP53,Methotrexate,255,2232,927,1.018644793503746,3.417018405009757,FANCA_mut x TP53_del,0.000382809,0.7578157039842125,0.36207203406616567
PRKDC,Methotrexate,100,879,282,0.7600286681845067,2.3093457479666224,PRKDC_mut x RANBP2_mut,0.004905172,0.9992933820788814,0.36207203406616567
CD22,Methotrexate,98,855,97,0.6562850094667052,1.8145394147095757,CD22_amp x MAFB_amp,0.015327120976564407,0.9992933820788814,0.36207203406616567
HLA-DPA1,Methotrexate,98,855,58,0.6421626901763107,1.3584885259401376,AXL_amp x HLA-DPA1_amp,0.043803768,0.9992933820788814,0.36207203406616567
MSH6,Methotrexate,68,597,106,0.7447776212520861,2.011470418166793,CDK6_amp x MSH6_mut,0.009739341,0.9992933820788814,0.36207203406616567
APOB,Methotrexate,17,150,43,0.6578572724248987,1.647659480596301,APOB_amp x SPTA1_mut,0.022508187246175704,0.9992933820788814,0.36207203406616567
FOXA1,Methotrexate,79,702,129,0.7552979060795287,2.0611776573376117,CDH1_amp x FOXA1_amp,0.00868605,0.9992933820788814,0.36207203406616567
EGF,Methotrexate,142,1266,112,0.7004458979309992,1.9080929612705388,EGF_mut x EGFR_amp,0.012356829,0.9992933820788814,0.36207203406616567
FANCA,Methotrexate,28,249,53,1.7220094330960736,3.417018405009757,FANCA_mut x TP53_del,0.000382809,0.7578157039842125,0.36207203406616567
ARHGAP26,Methotrexate,79,702,62,0.6605634238393521,1.7373770850435957,ARHGAP26_amp x DMD_del,0.018307242,0.9992933820788814,0.36207203406616567
INHBA,Methotrexate,79,702,154,1.3521535502341666,3.3963579072556467,INHBA_amp x LATS1_amp,0.00040146,0.7578157039842125,0.36207203406616567
BCL6,Methotrexate,29,255,52,0.8506170965906678,2.14445664,BCL6_amp x NRIP1_amp,0.0071704,0.9992933820788814,0.36207203406616567
ING1,Methotrexate,90,789,198,0.8259256000686356,2.2771522833549938,GATA3_amp x ING1_del,0.0052826,0.9992933820788814,0.36207203406616567
KMT2C,Methotrexate,90,789,318,0.6950872068667117,2.298030434580246,KMT2C_mut x PRCC_amp,0.005034653,0.9992933820788814,0.36207203406616567
BRCA2,Methotrexate,65,570,164,1.173809647221747,2.819041606908274,BRCA2_del x CTNNB1_del,0.001516905,0.9138479177886172,0.36207203406616567
GSK3B,Methotrexate,57,513,52,0.6644800948363841,1.5821206199436404,CTNNB1_del x GSK3B_amp,0.026174559,0.9992933820788814,0.36207203406616567
APC,Methotrexate,19,171,38,0.6817989845734049,1.4877615646763689,APC_mut x AXIN2_amp,0.032526583,0.9992933820788814,0.36207203406616567
IL6R,Methotrexate,109,954,157,1.5413628891134095,3.6779142255071626,IL6R_amp x LYN_amp,0.000209935,0.7578157039842125,0.36207203406616567
RSF1,Methotrexate,96,843,163,0.8166382538735552,2.09682819,RSF1_amp x SF1_amp,0.008001507,0.9992933820788814,0.36207203406616567
CIITA,Methotrexate,98,855,57,0.6279288289460068,1.3801989395638898,CIITA_amp x KLHL6_amp,0.041667847,0.9992933820788814,0.36207203406616567
RHPN2,Methotrexate,79,702,89,0.7206703410271433,2.0140612986971487,FLT4_amp x RHPN2_amp,0.009681412,0.9992933820788814,0.36207203406616567
HLA-DRA,Methotrexate,98,855,51,0.734097802,1.8667479157790285,HLA-DRA_amp x IRF4_amp,0.013591021022010102,0.9992933820788814,0.36207203406616567
PHB2,Methotrexate,33,291,34,0.6261934262937571,1.3812692117849725,PHB2_amp x UMPS_amp,0.041565287,0.9992933820788814,0.36207203406616567
CDK5,Methotrexate,45,393,81,0.7720171597289873,2.2612047126655166,CDK5_amp x CDKN2C_del,0.005480186,0.9992933820788814,0.36207203406616567
KDM6A,Methotrexate,90,789,257,0.7405401640003312,2.1072727284833825,KDM6A_del x MAGI2_del,0.007811371,0.9992933820788814,0.36207203406616567
GNAS,Methotrexate,79,702,209,1.2442848534526227,3.0872660661338074,GNAS_amp x PLK2_amp,0.000817964,0.7578157039842125,0.36207203406616567
ERBB4,Methotrexate,62,555,67,0.7177634956483955,1.8555291508695833,ERBB4_mut x RB1_del,0.013946680410909499,0.9992933820788814,0.36207203406616567
RAF1,Methotrexate,65,579,67,0.6321228941410231,1.4238060042216047,PTK2_amp x RAF1_amp,0.037687211,0.9992933820788814,0.36207203406616567
CTLA4,Methotrexate,98,855,22,0.7123202298714605,1.3710522748405427,CTLA4_amp x IL6R_amp,0.042554719,0.9992933820788814,0.36207203406616567
TNF,Methotrexate,287,2532,225,0.6727215752660505,1.8370779051107622,CALR_amp x TNF_amp,0.014551980191678941,0.9992933820788814,0.36207203406616567
GATA1,Methotrexate,26,231,62,0.869651906,2.173158507930164,ATP7B_del x GATA1_del,0.006711838,0.9992933820788814,0.36207203406616567
TNFRSF9,Methotrexate,105,918,69,0.7014261153312094,1.738484346440216,CD274_del x TNFRSF9_del,0.018260626,0.9992933820788814,0.36207203406616567
BCLAF1,Methotrexate,99,867,177,1.2747354800997954,3.0638248602787232,BCLAF1_amp x TOP1_amp,0.000863327,0.7578157039842125,0.36207203406616567
ERG,Methotrexate,82,729,54,0.6762865747854071,1.8513883388545564,ERG_amp x RAC1_amp,0.014080291992134873,0.9992933820788814,0.36207203406616567
GNAQ,Methotrexate,79,702,57,0.8024384900856976,2.1618279303198276,EGFR_amp x GNAQ_del,0.006889252,0.9992933820788814,0.36207203406616567
SMAD2,Methotrexate,19,171,33,0.7277149494871027,1.6008969180913353,AR_del x SMAD2_mut,0.025067042,0.9992933820788814,0.36207203406616567
MAPK1,Methotrexate,139,1236,130,1.5609065621383529,3.4718519429666204,MAPK1_del x MTOR_del,0.000337402,0.7578157039842125,0.36207203406616567
ALK,Methotrexate,24,144,26,0.7659434837995563,1.759604126858376,AKT3_amp x ALK_mut,0.017393856112898842,0.9992933820788814,0.36207203406616567
FGF10,Methotrexate,79,702,125,0.9768301529776395,2.6185227263590494,CD276_amp x FGF10_amp,0.002407007,0.9262710316419577,0.36207203406616567
RBM10,Methotrexate,99,867,262,0.7539087270155316,2.106713658521961,MAGI2_del x RBM10_del,0.007821433,0.9992933820788814,0.36207203406616567
PALLD,Methotrexate,79,702,94,0.6290649750601416,1.5028085023907085,CBL_del x PALLD_del,0.031418938,0.9992933820788814,0.36207203406616567
PARP1,Methotrexate,136,1185,212,0.7136820919140432,1.8854331439645904,BCL2L2_del x PARP1_amp,0.013018677,0.9992933820788814,0.36207203406616567
KRAS,Methotrexate,71,633,188,0.9717286486506311,2.7978053643910776,KRAS_amp x PDGFRA_amp,0.001592922,0.9138479177886172,0.36207203406616567
ATRX,Methotrexate,96,843,329,1.037549483965588,3.2650719182792307,ATRX_mut x TP53_mut,0.00054316,0.7578157039842125,0.36207203406616567
ABL1,Methotrexate,132,1173,118,0.805533648,2.107800451966933,ABL1_mut x KRAS_mut,0.007801885,0.9992933820788814,0.36207203406616567
CDKN1B,Methotrexate,124,1101,153,0.898059198,2.3905304151928393,AKT1_amp x CDKN1B_amp,0.00406883,0.9992933820788814,0.36207203406616567
NFE2L2,Methotrexate,79,702,47,0.8016286424193811,1.892259566,CUL3_amp x NFE2L2_amp,0.012815643960581167,0.9992933820788814,0.36207203406616567
CTNNB1,Methotrexate,152,1338,225,0.8577139360255917,2.819041606908274,BRCA2_del x CTNNB1_del,0.001516905,0.9138479177886172,0.36207203406616567
EPHB2,Methotrexate,59,531,69,0.901545432,2.1067920077641378,EPHB2_del x PTPRD_del,0.007820022,0.9992933820788814,0.36207203406616567
ZNF217,Methotrexate,90,789,209,1.131876997445031,3.0606793241819252,BCLAF1_amp x ZNF217_amp,0.000869602,0.7578157039842125,0.36207203406616567
ABL2,Methotrexate,79,702,132,1.35371871,3.2640302985488234,ABL2_amp x HSP90AA1_amp,0.000544465,0.7578157039842125,0.36207203406616567
MYC,Methotrexate,176,1036,392,0.9450344272017961,3.1732816713235095,E2F4_del x MYC_amp,0.000670994,0.7578157039842125,0.36207203406616567
SRSF2,Methotrexate,99,867,128,0.7649420316621656,2.056498814182372,HDAC3_amp x SRSF2_amp,0.008780135,0.9992933820788814,0.36207203406616567
BCL2L2,Methotrexate,12,102,16,0.9408142468950259,1.8854331439645904,BCL2L2_del x PARP1_amp,0.013018677,0.9992933820788814,0.36207203406616567
BMPR1A,Methotrexate,24,213,14,1.0226997626431589,2.068137025038198,BMPR1A_del x FOXO1_del,0.00854797,0.9992933820788814,0.36207203406616567
NF2,Methotrexate,99,870,89,1.480607269647918,3.334767791,ERRFI1_del x NF2_del,0.000462628,0.7578157039842125,0.36207203406616567
PIK3CB,Methotrexate,29,258,45,0.6327816792120055,1.4625574222364355,PIK3CB_mut x PTEN_mut,0.034470102733298404,0.9992933820788814,0.36207203406616567
IKZF1,Methotrexate,108,945,201,0.6572197514489413,2.0166657318018575,EP300_mut x IKZF1_amp,0.009623527,0.9992933820788814,0.36207203406616567
CDKN2B,Methotrexate,45,264,102,1.000306996678629,2.4713703518502728,CDKN2B_del x RBL2_del,0.003377767,0.9992933820788814,0.36207203406616567
B2M,Methotrexate,98,855,42,0.8885978400414415,1.8024985951683759,B2M_del x CD274_del,0.015758011200494592,0.9992933820788814,0.36207203406616567
ZRSR2,Methotrexate,99,867,237,0.8173854308474522,2.5929291252305053,RB1_del x ZRSR2_del,0.002553118,0.9262710316419577,0.36207203406616567
IRF2,Methotrexate,96,843,130,0.9302249501455743,2.2070023740644706,IRF2_mut x TAF1_del,0.006208656,0.9992933820788814,0.36207203406616567
CSF1R,Methotrexate,173,1524,148,0.6636207507195873,1.9255309037420716,CSF1R_amp x EPCAM_amp,0.011870502,0.9992933820788814,0.36207203406616567
NKX2-1,Methotrexate,98,855,116,0.6338559176269687,1.4901574253141574,FCGR2A_amp x NKX2-1_del,0.032347638,0.9992933820788814,0.36207203406616567
PRAME,Methotrexate,20,168,22,0.822999014,1.8346301694802787,PRAME_del x VHL_del,0.014634228454882119,0.9992933820788814,0.36207203406616567
AXIN2,Methotrexate,7,63,11,0.802662865,1.4877615646763689,APC_mut x AXIN2_amp,0.032526583,0.9992933820788814,0.36207203406616567
IL10RA,Methotrexate,98,855,127,0.6253822318447909,1.5405571164467613,IL10RA_amp x LAG3_amp,0.028803342163305705,0.9992933820788814,0.36207203406616567
CBLB,Methotrexate,122,1089,131,0.6435911454961081,1.6761644835011928,CBLB_amp x MYH11_amp,0.021078296851036078,0.9992933820788814,0.36207203406616567
ERBB2,Methotrexate,66,594,76,0.6668527773478669,1.5691459825117973,ERBB2_del x STAT3_del,0.026968327743750818,0.9992933820788814,0.36207203406616567
PIK3CG,Methotrexate,98,855,169,0.698752498,2.2583784355518497,FLT3_del x PIK3CG_amp,0.005515966,0.9992933820788814,0.36207203406616567
STAG2,Methotrexate,90,789,253,0.784677103,2.3344838253678235,EZH2_amp x STAG2_del,0.004629309,0.9992933820788814,0.36207203406616567
RAC1,Methotrexate,90,801,175,1.4222203782414944,3.594730357,LATS1_amp x RAC1_amp,0.000254255,0.7578157039842125,0.36207203406616567
ARAF,Methotrexate,65,579,169,0.881450837,2.533492567223026,ARAF_del x CSF3R_del,0.002927571,0.9767323928419801,0.36207203406616567
MSH2,Methotrexate,55,483,53,0.6956153282381914,1.8333950710278133,MSH2_mut x MSH3_mut,0.014675906255466454,0.9992933820788814,0.36207203406616567
CTCF,Methotrexate,115,1002,179,0.7227947303726003,2.119065607744542,CTCF_del x MYC_amp,0.007602114,0.9992933820788814,0.36207203406616567
EMSY,Methotrexate,90,528,112,0.6502420654416493,1.9923794019442416,EMSY_amp x FUBP1_amp,0.010177019,0.9992933820788814,0.36207203406616567
HLA-DRB5,Methotrexate,98,572,83,0.7415565639146783,2.1476485835802266,HLA-DRB5_amp x IRF4_amp,0.007117892,0.9992933820788814,0.36207203406616567
IDO1,Methotrexate,98,855,164,0.6501788924427743,1.925488841632648,IDO1_del x PLCG2_del,0.011871652025945405,0.9992933820788814,0.36207203406616567
CDKN2A,Methotrexate,52,453,153,0.8901672686509505,2.6161228943605077,CDKN2A_del x RBL2_del,0.002420344,0.9262710316419577,0.36207203406616567
MLH1,Methotrexate,34,303,45,1.1240609380646311,2.640377113,BRCA2_del x MLH1_del,0.002288879,0.9262710316419577,0.36207203406616567
IGF1,Methotrexate,111,969,27,0.6376487610938495,1.5617118277658917,IGF1_amp x IKBKE_amp,0.027433939227164784,0.9992933820788814,0.36207203406616567
EXT2,Methotrexate,79,702,46,0.7204225892115744,1.7007740731357737,EXT2_amp x PAK1_amp,0.019917092,0.9992933820788814,0.36207203406616567
EP300,Methotrexate,152,1332,331,0.8887364340815392,2.9054074710189686,EP300_del x SPEN_del,0.001243348,0.8547825745887176,0.36207203406616567
MYH11,Methotrexate,79,702,78,0.8605617878119166,2.440069059,MYH11_amp x PIK3CA_amp,0.003630203,0.9992933820788814,0.36207203406616567
AKT1,Methotrexate,93,831,124,0.9029294672222515,2.3905304151928393,AKT1_amp x CDKN1B_amp,0.00406883,0.9992933820788814,0.36207203406616567
BCR,Methotrexate,52,468,59,0.7972519692346097,2.1147246017236356,BCR_del x CBL_del,0.007678482,0.9992933820788814,0.36207203406616567
PDGFRB,Methotrexate,79,702,77,0.6306988633561993,1.9255309037420716,EPCAM_amp x PDGFRB_amp,0.011870502,0.9992933820788814,0.36207203406616567
CREBBP,Methotrexate,165,1449,291,0.6947189521530873,2.1125147953998042,AR_mut x CREBBP_mut,0.007717652,0.9992933820788814,0.36207203406616567
MCL1,Methotrexate,12,70,20,0.6473270194852825,1.4113137126503328,BCL2L2_del x MCL1_amp,0.038787009,0.9992933820788814,0.36207203406616567
PHF6,Methotrexate,90,789,211,0.6657607274143573,2.16996877,IRF2_mut x PHF6_del,0.006761316,0.9992933820788814,0.36207203406616567
MDM4,Methotrexate,51,302,76,0.72971842,1.803254325878977,AKT1_amp x MDM4_amp,0.015730614,0.9992933820788814,0.36207203406616567
KAT6A,Methotrexate,26,228,65,0.7630539570860866,2.0782054830098433,CHEK2_del x KAT6A_del,0.008352078,0.9992933820788814,0.36207203406616567
CDKN1A,Methotrexate,64,561,47,0.6449145133687438,1.7399528302233336,CDKN1A_del x HLA-A_del,0.018198985114658527,0.9992933820788814,0.36207203406616567
SMARCA1,Methotrexate,90,789,239,0.6663755585966094,2.1348398256623407,IRF2_mut x SMARCA1_del,0.007330949,0.9992933820788814,0.36207203406616567
DNMT3B,Methotrexate,90,789,185,0.6485954055804453,1.776025145750273,DNMT3B_amp x ZRSR2_del,0.016748459,0.9992933820788814,0.36207203406616567
FOXO3,Methotrexate,35,312,33,0.7892793357763003,1.937114569604618,AKT3_amp x FOXO3_amp,0.011558072927666176,0.9992933820788814,0.36207203406616567
BTK,Methotrexate,143,1260,355,0.7392521515714414,2.589396045868014,BTK_del x CSF3R_del,0.002573973,0.9262710316419577,0.36207203406616567
EPCAM,Methotrexate,85,756,55,0.8083783746798284,1.9255309037420716,CSF1R_amp x EPCAM_amp,0.011870502,0.9992933820788814,0.36207203406616567
BCAR1,Methotrexate,52,468,47,0.7836160514784768,2.099393513515252,BCAR1_amp x PTK2_amp,0.007954383,0.9992933820788814,0.36207203406616567
TBL1XR1,Methotrexate,29,255,48,0.751076018,1.8637312340358543,HDAC2_amp x TBL1XR1_amp,0.013685755154360232,0.9992933820788814,0.36207203406616567
SF1,Methotrexate,99,867,118,0.6770496329685041,2.09682819,RSF1_amp x SF1_amp,0.008001507,0.9992933820788814,0.36207203406616567
TERT,Methotrexate,167,1467,340,0.6318198137049041,2.0444059338947205,MKI67_amp x TERT_amp,0.009028052,0.9992933820788814,0.36207203406616567
XRCC2,Methotrexate,44,390,81,0.661282274,1.8504262043171056,BRIP1_amp x XRCC2_amp,0.014111520002194317,0.9992933820788814,0.36207203406616567
PIK3CA,Methotrexate,101,897,258,0.6895101745128396,2.440069059,MYH11_amp x PIK3CA_amp,0.003630203,0.9992933820788814,0.36207203406616567
KDR,Methotrexate,82,729,86,0.780187012,2.162958065453752,FGF10_amp x KDR_mut,0.006871348,0.9992933820788814,0.36207203406616567
STAG1,Methotrexate,90,789,150,0.658025295,2.182780048924152,BCLAF1_mut x STAG1_amp,0.006564777,0.9992933820788814,0.36207203406616567
